Timestamp,TemperatureMax,TemperatureMin,HumidityMax,HumidityMin,AirPressureMax,AirPressureMin
2022-11-11 18:00:00,31.7,26.2,83.3,69.1,1011.7,1007.1
2022-11-11 19:00:00,31.1,25.6,88.2,82.0,1014.5,1009.6
2022-11-11 20:00:00,27.6,20.6,93.6,86.1,1013.0,1009.6
2022-11-11 21:00:00,29.8,23.2,93.7,86.1,1006.8,1003.4
2022-11-11 22:00:00,30.6,25.3,80.8,70.1,1007.8,1004.7
2022-11-11 23:00:00,35.2,29.8,81.2,72.1,1012.6,1008.7
2022-11-12 00:00:00,33.0,27.8,83.7,77.9,1009.7,1005.9
2022-11-12 01:00:00,26.7,19.5,83.8,72.5,1010.5,1007.4
2022-11-12 02:00:00,33.0,25.8,81.4,75.4,1011.1,1008.1
2022-11-12 03:00:00,30.8,25.7,85.8,74.8,1006.0,1002.1
2022-11-12 04:00:00,30.0,23.3,88.8,78.7,1013.6,1009.9
2022-11-12 05:00:00,33.8,28.6,88.7,78.7,1013.6,1009.5
2022-11-12 06:00:00,35.1,27.4,88.2,82.5,1009.7,1004.9
2022-11-12 07:00:00,34.8,27.1,85.1,73.7,1011.3,1006.9
2022-11-12 08:00:00,29.5,22.4,90.6,81.3,1011.6,1008.7
2022-11-12 09:00:00,31.1,23.3,92.4,83.3,1006.9,1002.6
2022-11-12 10:00:00,33.0,25.6,85.2,74.2,1006.1,1002.8
2022-11-12 11:00:00,34.9,27.4,81.3,70.2,1005.2,1000.9
2022-11-12 12:00:00,30.6,23.9,84.4,79.3,1014.1,1009.5
2022-11-12 13:00:00,31.4,25.5,82.1,75.8,1008.5,1005.7
2022-11-12 14:00:00,28.7,23.0,87.0,79.6,1005.9,1003.1
2022-11-12 15:00:00,28.4,22.4,82.3,70.6,1009.7,1006.4
2022-11-12 16:00:00,34.4,27.6,86.9,76.2,1005.8,1003.6
2022-11-12 17:00:00,36.1,30.6,83.3,70.7,1005.9,1001.8
2022-11-12 18:00:00,31.8,26.0,91.1,78.7,1009.9,1005.6
2022-11-12 19:00:00,35.0,28.6,80.4,66.9,1010.1,1007.1
2022-11-12 20:00:00,33.1,27.4,88.3,79.6,1010.8,1007.4
2022-11-12 21:00:00,30.1,23.3,82.5,74.1,1011.6,1007.8
2022-11-12 22:00:00,33.1,25.3,80.0,66.7,1011.7,1009.5
2022-11-12 23:00:00,36.6,29.4,93.0,85.7,1009.3,1005.2
2022-11-13 00:00:00,31.9,24.9,90.1,80.5,1011.4,1007.9
2022-11-13 01:00:00,36.7,29.9,81.5,74.5,1008.0,1004.2
2022-11-13 02:00:00,24.1,17.7,90.0,75.8,1009.4,1005.2
2022-11-13 03:00:00,34.5,28.9,89.2,80.1,1008.9,1004.9
2022-11-13 04:00:00,32.3,24.6,87.1,80.0,1008.3,1006.0
2022-11-13 05:00:00,31.1,25.4,86.3,74.4,1007.4,1003.0
2022-11-13 06:00:00,32.3,27.0,93.3,85.9,1005.8,1002.0
2022-11-13 07:00:00,26.0,18.8,83.7,69.2,1010.1,1005.9
2022-11-13 08:00:00,31.3,25.8,86.0,77.3,1010.4,1007.6
2022-11-13 09:00:00,33.1,27.0,84.9,73.3,1008.4,1005.7
2022-11-13 10:00:00,36.4,31.3,91.6,83.1,1014.8,1010.3
2022-11-13 11:00:00,30.4,25.0,93.7,80.7,1010.6,1007.4
2022-11-13 12:00:00,29.6,24.1,92.7,78.8,1013.9,1010.2
2022-11-13 13:00:00,30.5,25.3,92.0,79.1,1010.7,1007.0
2022-11-13 14:00:00,34.7,27.8,94.8,81.3,1006.9,1003.1
2022-11-13 15:00:00,33.0,25.5,90.5,84.4,1014.7,1012.5
2022-11-13 16:00:00,30.4,24.3,91.3,77.0,1013.9,1010.9
2022-11-13 17:00:00,33.5,25.9,94.7,83.5,1009.7,1007.5
2022-11-13 18:00:00,32.3,26.7,80.1,66.4,1007.4,1004.0
2022-11-13 19:00:00,34.9,28.9,89.5,77.7,1007.2,1002.5
2022-11-13 20:00:00,29.9,24.4,91.1,84.1,1013.1,1009.9
2022-11-13 21:00:00,31.0,24.2,93.8,82.7,1005.7,1001.3
2022-11-13 22:00:00,30.8,24.6,93.3,87.3,1011.4,1008.5
2022-11-13 23:00:00,27.6,20.8,92.6,80.7,1011.4,1006.8
2022-11-14 00:00:00,32.9,25.6,94.2,85.1,1006.8,1003.6
2022-11-14 01:00:00,32.8,26.1,88.1,81.5,1012.0,1009.0
2022-11-14 02:00:00,32.0,25.1,80.1,65.3,1012.1,1008.0
2022-11-14 03:00:00,31.3,23.5,80.2,66.2,1008.5,1005.0
2022-11-14 04:00:00,27.8,21.9,88.2,74.2,1009.8,1006.8
2022-11-14 05:00:00,30.7,24.7,86.5,73.6,1013.3,1011.2
2022-11-14 06:00:00,31.0,23.8,86.8,74.8,1010.2,1007.7
2022-11-14 07:00:00,29.6,22.8,86.0,74.5,1011.2,1006.9
2022-11-14 08:00:00,31.5,26.0,93.8,87.7,1009.1,1004.4
2022-11-14 09:00:00,33.2,27.1,85.4,71.4,1006.5,1004.0
2022-11-14 10:00:00,37.7,31.3,92.8,79.0,1015.0,1011.3
2022-11-14 11:00:00,32.5,26.3,93.5,81.1,1010.3,1008.2
2022-11-14 12:00:00,32.8,27.2,87.5,73.2,1008.4,1005.5
2022-11-14 13:00:00,31.8,24.0,86.7,76.2,1012.1,1008.8
2022-11-14 14:00:00,26.2,19.0,91.4,81.9,1011.2,1007.0
2022-11-14 15:00:00,31.9,25.5,90.6,75.9,1007.3,1005.2
2022-11-14 16:00:00,32.2,25.1,84.9,75.3,1013.8,1009.4
2022-11-14 17:00:00,39.4,31.7,81.5,70.1,1005.7,1003.1
2022-11-14 18:00:00,31.4,26.0,84.0,75.2,1011.1,1006.8
2022-11-14 19:00:00,32.9,27.2,82.0,70.6,1009.8,1005.9
2022-11-14 20:00:00,31.9,25.3,84.4,72.2,1008.2,1005.2
2022-11-14 21:00:00,28.5,21.1,83.9,72.7,1013.3,1009.1
2022-11-14 22:00:00,35.4,30.3,89.6,79.4,1011.6,1008.9
2022-11-14 23:00:00,34.3,26.3,94.3,86.3,1012.6,1009.9
2022-11-15 00:00:00,34.4,28.0,90.3,78.8,1009.1,1007.0
2022-11-15 01:00:00,29.3,23.2,93.9,79.8,1014.4,1011.2
2022-11-15 02:00:00,36.2,30.3,91.8,86.7,1008.4,1006.2
2022-11-15 03:00:00,27.8,22.3,90.9,84.6,1010.3,1007.1
2022-11-15 04:00:00,33.8,26.4,86.2,80.0,1014.3,1012.3
2022-11-15 05:00:00,38.6,30.7,84.9,70.6,1005.8,1003.4
2022-11-15 06:00:00,29.0,22.8,92.7,81.1,1006.1,1001.3
2022-11-15 07:00:00,30.3,22.4,93.6,79.1,1014.9,1010.6
2022-11-15 08:00:00,32.3,24.8,86.8,76.0,1014.7,1012.0
2022-11-15 09:00:00,30.5,24.0,80.1,70.5,1012.7,1008.6
2022-11-15 10:00:00,27.3,20.3,91.9,79.0,1009.8,1005.8
2022-11-15 11:00:00,32.2,25.9,84.3,77.7,1010.1,1007.5
2022-11-15 12:00:00,28.8,22.1,80.1,71.3,1007.6,1004.5
2022-11-15 13:00:00,33.4,28.2,92.1,82.4,1009.3,1004.6
2022-11-15 14:00:00,29.2,22.2,87.8,79.8,1009.3,1005.1
2022-11-15 15:00:00,36.6,31.5,90.3,81.6,1005.4,1001.1
2022-11-15 16:00:00,29.7,22.2,93.7,87.9,1009.5,1005.8
2022-11-15 17:00:00,31.0,23.6,88.1,81.1,1009.8,1005.8
2022-11-15 18:00:00,34.4,28.7,87.5,79.2,1011.7,1008.1
2022-11-15 19:00:00,28.3,22.3,84.4,71.4,1010.2,1005.9
2022-11-15 20:00:00,32.7,26.2,84.6,77.8,1013.6,1009.4
2022-11-15 21:00:00,35.9,29.1,91.9,83.5,1008.7,1006.6
2022-11-15 22:00:00,27.2,21.3,86.7,81.1,1009.1,1005.2
2022-11-15 23:00:00,32.6,25.8,82.5,71.9,1010.7,1006.8
2022-11-16 00:00:00,32.8,26.9,81.4,70.3,1007.0,1004.8
2022-11-16 01:00:00,34.3,29.2,87.1,73.4,1008.9,1005.7
2022-11-16 02:00:00,28.3,23.3,87.0,73.8,1011.9,1007.2
2022-11-16 03:00:00,28.0,22.7,89.8,81.9,1009.1,1004.3
2022-11-16 04:00:00,33.6,26.2,87.1,80.7,1014.1,1009.7
2022-11-16 05:00:00,32.9,25.0,82.2,75.6,1011.2,1008.7
2022-11-16 06:00:00,32.8,26.5,87.6,72.9,1006.5,1003.4
2022-11-16 07:00:00,33.0,26.5,93.6,81.9,1009.9,1007.3
2022-11-16 08:00:00,30.0,24.5,82.4,77.0,1012.6,1008.7
2022-11-16 09:00:00,32.7,26.0,90.3,84.0,1011.4,1007.1
2022-11-16 10:00:00,32.9,27.4,88.9,79.0,1013.9,1009.2
2022-11-16 11:00:00,29.9,23.0,91.2,84.2,1012.5,1007.9
2022-11-16 12:00:00,37.6,29.8,82.3,69.2,1005.6,1003.3
2022-11-16 13:00:00,33.4,27.8,94.1,83.4,1006.1,1003.7
2022-11-16 14:00:00,28.4,21.1,89.3,78.2,1011.5,1006.8
2022-11-16 15:00:00,34.0,28.9,92.7,83.1,1007.4,1002.9
2022-11-16 16:00:00,29.1,22.9,83.7,76.1,1010.9,1007.5
2022-11-16 17:00:00,34.4,29.0,91.1,80.2,1012.9,1009.6
2022-11-16 18:00:00,35.5,29.4,91.7,79.5,1010.8,1007.1
2022-11-16 19:00:00,29.5,24.0,86.0,77.3,1009.2,1005.4
2022-11-16 20:00:00,34.9,28.8,85.8,75.7,1011.5,1008.7
2022-11-16 21:00:00,33.2,27.0,89.9,76.5,1006.4,1003.2
2022-11-16 22:00:00,34.5,28.6,81.4,74.9,1012.2,1008.4
2022-11-16 23:00:00,37.7,30.7,91.0,80.6,1012.0,1009.4
2022-11-17 00:00:00,31.3,23.5,80.6,72.2,1010.1,1005.1
2022-11-17 01:00:00,29.7,23.5,82.9,70.8,1007.8,1004.9
2022-11-17 02:00:00,29.3,23.8,90.0,84.8,1013.0,1009.3
2022-11-17 03:00:00,29.6,23.7,81.5,69.8,1010.1,1006.4
2022-11-17 04:00:00,31.8,24.2,94.6,88.5,1005.6,1002.2
2022-11-17 05:00:00,33.0,26.3,93.0,87.4,1014.2,1011.5
2022-11-17 06:00:00,32.8,26.5,89.4,77.1,1012.7,1009.0
2022-11-17 07:00:00,34.5,29.0,92.3,80.9,1010.8,1008.6
2022-11-17 08:00:00,32.0,25.7,93.3,79.4,1009.4,1006.2
2022-11-17 09:00:00,36.4,30.5,83.9,73.7,1014.6,1011.9
2022-11-17 10:00:00,31.2,23.4,92.7,82.4,1012.8,1010.4
2022-11-17 11:00:00,40.2,32.5,82.9,70.9,1010.3,1005.6
2022-11-17 12:00:00,33.9,28.6,86.2,78.0,1011.5,1007.4
2022-11-17 13:00:00,29.4,22.9,88.4,83.0,1007.8,1005.3
2022-11-17 14:00:00,28.8,23.1,90.7,83.4,1007.0,1002.1
2022-11-17 15:00:00,33.4,27.2,80.5,73.1,1007.7,1005.1
2022-11-17 16:00:00,31.3,23.7,84.4,76.0,1007.9,1005.2
2022-11-17 17:00:00,34.1,27.6,89.1,74.7,1012.4,1010.0
2022-11-17 18:00:00,33.4,27.4,85.4,72.3,1006.4,1002.2
2022-11-17 19:00:00,31.8,26.2,91.6,77.3,1012.8,1009.1
2022-11-17 20:00:00,29.5,22.1,89.8,74.8,1010.2,1008.1
2022-11-17 21:00:00,27.5,20.6,83.5,74.2,1008.8,1006.8
2022-11-17 22:00:00,30.7,24.3,82.2,74.9,1008.0,1004.4
2022-11-17 23:00:00,34.6,28.9,89.4,78.8,1010.1,1006.2
2022-11-18 00:00:00,32.6,26.6,86.8,72.9,1008.2,1003.7
2022-11-18 01:00:00,28.3,20.4,82.5,72.9,1009.3,1005.9
2022-11-18 02:00:00,32.5,26.0,84.9,74.8,1012.4,1008.4
2022-11-18 03:00:00,33.2,27.0,84.5,78.2,1011.3,1007.1
2022-11-18 04:00:00,29.3,22.8,81.6,72.4,1012.5,1008.6
2022-11-18 05:00:00,32.5,25.1,88.2,79.3,1012.1,1009.1
2022-11-18 06:00:00,32.2,26.2,91.5,82.9,1013.2,1010.8
2022-11-18 07:00:00,28.6,23.0,88.6,74.8,1007.0,1003.1
2022-11-18 08:00:00,33.1,26.3,92.4,86.8,1015.0,1010.6
2022-11-18 09:00:00,33.7,26.7,81.9,67.2,1009.8,1007.2
2022-11-18 10:00:00,35.2,28.1,86.5,81.5,1012.2,1008.7
2022-11-18 11:00:00,35.2,27.5,89.1,74.7,1011.8,1008.6
2022-11-18 12:00:00,27.9,21.8,90.1,79.7,1010.7,1008.0
2022-11-18 13:00:00,29.2,24.0,90.4,78.4,1015.0,1012.2
2022-11-18 14:00:00,33.5,25.7,90.9,84.1,1007.2,1004.5
2022-11-18 15:00:00,33.5,27.2,89.8,78.2,1009.2,1006.0
2022-11-18 16:00:00,33.5,26.7,81.4,67.6,1006.3,1003.1
2022-11-18 17:00:00,43.6,36.6,90.4,84.0,1006.8,1003.2
2022-11-18 18:00:00,33.7,27.1,90.9,84.6,1012.1,1009.9
2022-11-18 19:00:00,35.4,29.8,94.9,86.9,1005.0,1001.3
2022-11-18 20:00:00,34.9,27.6,90.4,83.8,1013.9,1011.8
2022-11-18 21:00:00,34.0,26.5,90.3,84.2,1011.3,1008.6
2022-11-18 22:00:00,31.1,24.4,87.7,75.9,1009.4,1005.9
2022-11-18 23:00:00,34.3,27.8,93.0,85.9,1008.3,1004.3
2022-11-19 00:00:00,29.7,24.3,95.0,83.3,1006.3,1001.9
2022-11-19 01:00:00,31.3,26.0,91.7,78.1,1014.2,1012.1
2022-11-19 02:00:00,30.5,24.5,89.2,77.7,1012.1,1008.5
2022-11-19 03:00:00,32.2,26.3,81.2,75.0,1008.4,1005.3
2022-11-19 04:00:00,38.9,31.1,90.9,80.2,1005.7,1001.6
2022-11-19 05:00:00,26.4,19.0,90.6,81.7,1008.3,1005.4
2022-11-19 06:00:00,34.1,27.1,91.6,83.2,1006.8,1002.6
2022-11-19 07:00:00,27.2,20.6,81.9,73.7,1012.9,1009.1
2022-11-19 08:00:00,30.6,25.1,89.8,75.5,1012.2,1007.8
2022-11-19 09:00:00,35.3,27.3,84.4,72.0,1010.0,1005.0
2022-11-19 10:00:00,32.2,26.1,91.4,85.1,1013.9,1009.1
2022-11-19 11:00:00,28.8,23.4,83.6,73.8,1006.8,1003.0
2022-11-19 12:00:00,29.9,23.4,90.3,82.1,1009.5,1004.8
2022-11-19 13:00:00,34.0,26.4,84.4,69.6,1012.1,1009.6
2022-11-19 14:00:00,29.8,22.1,80.1,65.4,1005.7,1003.5
2022-11-19 15:00:00,32.6,27.6,89.5,81.3,1008.7,1005.1
2022-11-19 16:00:00,32.1,24.5,81.7,73.2,1010.7,1005.8
2022-11-19 17:00:00,30.0,24.2,89.9,78.9,1008.7,1004.5
2022-11-19 18:00:00,38.4,33.3,93.9,84.1,1009.8,1006.9
2022-11-19 19:00:00,33.9,26.4,94.5,87.4,1011.1,1007.1
2022-11-19 20:00:00,25.9,18.3,83.5,71.9,1008.7,1006.6
2022-11-19 21:00:00,32.6,25.8,92.1,83.8,1006.1,1002.6
2022-11-19 22:00:00,30.0,23.3,85.3,73.8,1006.4,1003.7
2022-11-19 23:00:00,34.6,27.1,93.5,84.7,1010.3,1008.1
2022-11-20 00:00:00,29.6,22.3,91.8,79.8,1006.7,1004.0
2022-11-20 01:00:00,31.7,24.0,81.1,69.4,1013.9,1009.7
2022-11-20 02:00:00,33.5,26.9,86.1,76.0,1013.3,1009.7
2022-11-20 03:00:00,34.6,26.7,85.1,73.0,1008.5,1006.4
2022-11-20 04:00:00,28.4,20.4,91.8,82.2,1013.3,1010.1
2022-11-20 05:00:00,31.0,25.6,86.2,80.0,1010.3,1006.1
2022-11-20 06:00:00,30.6,23.0,90.3,83.4,1006.6,1001.7
2022-11-20 07:00:00,30.0,23.5,89.0,81.6,1011.1,1006.5
2022-11-20 08:00:00,37.3,31.1,94.6,89.0,1011.8,1009.8
2022-11-20 09:00:00,33.2,26.4,94.1,82.0,1005.8,1003.2
2022-11-20 10:00:00,28.2,23.0,86.4,77.7,1008.1,1005.5
2022-11-20 11:00:00,34.8,28.2,90.9,84.9,1005.1,1001.8
2022-11-20 12:00:00,38.4,30.8,92.4,79.2,1008.2,1004.2
2022-11-20 13:00:00,35.1,29.5,93.5,81.6,1008.4,1005.9
2022-11-20 14:00:00,27.4,21.2,81.0,71.5,1011.3,1006.6
2022-11-20 15:00:00,30.5,22.7,84.5,77.1,1007.0,1002.7
2022-11-20 16:00:00,35.8,29.5,84.8,78.3,1005.3,1002.0
2022-11-20 17:00:00,29.9,23.8,86.5,76.9,1008.2,1004.4
2022-11-20 18:00:00,33.3,27.0,82.5,68.7,1013.3,1009.6
2022-11-20 19:00:00,34.3,27.8,87.4,80.6,1009.0,1005.2
2022-11-20 20:00:00,29.2,22.3,89.9,79.3,1009.2,1004.6
2022-11-20 21:00:00,31.8,24.4,87.5,72.8,1009.7,1007.1
2022-11-20 22:00:00,22.3,15.9,90.0,78.6,1012.5,1008.5
2022-11-20 23:00:00,28.9,21.5,81.0,71.6,1009.8,1007.5
2022-11-21 00:00:00,31.2,24.6,93.1,81.0,1005.9,1002.5
2022-11-21 01:00:00,28.3,22.2,94.1,80.8,1007.1,1003.2
2022-11-21 02:00:00,36.9,29.9,89.3,78.4,1006.9,1004.8
2022-11-21 03:00:00,27.7,20.6,93.2,79.5,1010.1,1007.8
2022-11-21 04:00:00,30.7,24.0,82.0,71.8,1005.3,1003.0
2022-11-21 05:00:00,32.4,27.2,92.0,78.7,1007.8,1004.7
2022-11-21 06:00:00,36.3,30.8,81.8,67.3,1011.1,1007.2
2022-11-21 07:00:00,27.7,21.8,86.1,76.1,1008.5,1003.6
2022-11-21 08:00:00,35.5,29.6,84.9,73.8,1012.1,1009.3
2022-11-21 09:00:00,32.0,25.0,88.8,77.7,1008.9,1006.5
2022-11-21 10:00:00,29.1,24.0,84.5,71.7,1014.8,1011.5
2022-11-21 11:00:00,33.4,26.1,89.6,76.3,1014.7,1012.2
2022-11-21 12:00:00,32.6,26.8,85.5,80.2,1013.0,1010.9
2022-11-21 13:00:00,30.2,24.3,92.9,80.6,1014.5,1010.9
2022-11-21 14:00:00,32.2,25.6,89.5,76.7,1007.0,1002.4
2022-11-21 15:00:00,30.8,25.2,83.2,71.2,1012.5,1007.9
2022-11-21 16:00:00,32.3,24.7,85.0,72.9,1008.2,1005.9
2022-11-21 17:00:00,34.0,28.7,92.7,87.3,1012.3,1009.8
2022-11-21 18:00:00,36.8,30.4,85.8,76.4,1008.7,1005.3
2022-11-21 19:00:00,28.3,20.7,88.0,74.9,1007.9,1004.8
2022-11-21 20:00:00,38.4,31.6,89.7,75.4,1014.6,1010.5
2022-11-21 21:00:00,26.1,20.3,85.2,77.9,1007.1,1003.6
2022-11-21 22:00:00,31.5,25.3,84.4,73.6,1012.6,1010.5
2022-11-21 23:00:00,33.8,26.6,87.1,74.1,1011.7,1008.9
2022-11-22 00:00:00,32.8,24.9,83.2,70.7,1008.0,1003.3
2022-11-22 01:00:00,30.1,22.5,84.3,73.1,1009.6,1006.0
2022-11-22 02:00:00,31.4,25.3,80.9,75.7,1006.4,1002.0
2022-11-22 03:00:00,30.5,22.5,84.6,72.3,1014.2,1011.0
2022-11-22 04:00:00,30.2,25.2,84.8,72.1,1014.7,1010.7
2022-11-22 05:00:00,34.5,29.5,94.4,82.2,1012.3,1009.8
2022-11-22 06:00:00,33.1,25.6,88.8,76.2,1013.5,1009.3
2022-11-22 07:00:00,29.9,24.3,91.8,82.5,1005.8,1001.5
2022-11-22 08:00:00,34.7,29.5,80.7,65.7,1008.8,1006.6
2022-11-22 09:00:00,32.9,27.2,81.6,68.9,1008.3,1005.8
2022-11-22 10:00:00,34.4,28.2,92.2,81.4,1010.6,1007.3
2022-11-22 11:00:00,33.9,26.7,89.4,75.0,1006.8,1002.9
2022-11-22 12:00:00,29.5,22.6,82.9,68.8,1010.6,1006.7
2022-11-22 13:00:00,30.3,24.6,86.1,72.9,1011.5,1007.5
2022-11-22 14:00:00,34.2,27.7,88.1,77.4,1006.3,1002.2
2022-11-22 15:00:00,33.8,26.1,92.7,82.4,1006.3,1002.8
2022-11-22 16:00:00,31.9,24.5,80.9,72.6,1005.4,1001.6
2022-11-22 17:00:00,32.4,26.4,89.0,81.4,1012.6,1010.6
2022-11-22 18:00:00,35.8,27.9,90.8,80.6,1008.3,1005.8
2022-11-22 19:00:00,30.2,23.1,94.7,83.9,1007.3,1003.8
2022-11-22 20:00:00,33.6,28.5,92.1,84.7,1012.8,1008.5
2022-11-22 21:00:00,31.4,26.3,84.1,69.9,1006.4,1002.0
2022-11-22 22:00:00,31.3,25.8,90.6,80.1,1009.3,1005.1
2022-11-22 23:00:00,35.3,28.1,91.4,81.2,1012.4,1009.0
2022-11-23 00:00:00,34.5,28.9,90.9,81.6,1010.7,1007.9
2022-11-23 01:00:00,34.4,27.9,92.3,86.7,1010.5,1007.2
2022-11-23 02:00:00,35.9,30.6,93.6,79.7,1006.6,1004.5
2022-11-23 03:00:00,32.1,24.3,81.5,73.3,1006.8,1003.0
2022-11-23 04:00:00,34.0,28.0,81.6,70.1,1010.8,1008.6
2022-11-23 05:00:00,31.1,23.3,91.9,80.9,1005.2,1002.8
2022-11-23 06:00:00,33.0,25.1,83.8,72.9,1013.7,1009.8
2022-11-23 07:00:00,31.6,26.6,80.9,70.6,1008.5,1006.5
2022-11-23 08:00:00,32.3,25.9,86.0,79.2,1009.2,1005.4
2022-11-23 09:00:00,33.8,28.7,92.3,84.5,1007.6,1003.7
2022-11-23 10:00:00,29.5,21.8,81.9,71.7,1013.8,1009.4
2022-11-23 11:00:00,38.3,31.7,90.1,77.2,1011.4,1009.2
2022-11-23 12:00:00,29.0,23.8,80.1,70.7,1009.5,1007.5
2022-11-23 13:00:00,28.4,23.0,81.6,74.6,1010.9,1006.6
2022-11-23 14:00:00,35.5,29.3,85.3,79.4,1008.8,1005.9
2022-11-23 15:00:00,34.4,26.6,81.3,69.6,1009.7,1005.0
2022-11-23 16:00:00,33.9,26.8,92.7,83.5,1008.6,1006.0
2022-11-23 17:00:00,33.9,26.3,93.0,86.7,1009.1,1005.4
2022-11-23 18:00:00,32.0,25.9,91.3,79.6,1008.1,1005.8
2022-11-23 19:00:00,29.3,24.2,83.6,76.6,1005.8,1002.6
2022-11-23 20:00:00,32.2,24.3,87.8,77.8,1005.4,1000.7
2022-11-23 21:00:00,30.0,24.9,82.8,74.7,1006.7,1002.9
2022-11-23 22:00:00,34.9,27.1,84.2,69.9,1007.5,1003.4
2022-11-23 23:00:00,31.6,25.5,87.7,80.5,1013.9,1011.2
2022-11-24 00:00:00,29.5,24.5,91.0,81.8,1011.1,1006.3
2022-11-24 01:00:00,31.0,24.0,81.4,66.8,1014.6,1010.7
2022-11-24 02:00:00,33.2,25.3,84.5,76.3,1008.4,1006.1
2022-11-24 03:00:00,30.3,22.4,93.9,82.5,1009.0,1007.0
2022-11-24 04:00:00,29.5,24.1,86.4,78.3,1012.2,1010.1
2022-11-24 05:00:00,32.7,27.2,94.1,88.0,1010.8,1008.6
2022-11-24 06:00:00,32.7,26.0,94.9,83.6,1010.3,1005.5
2022-11-24 07:00:00,30.5,23.6,87.9,73.7,1010.8,1007.7
2022-11-24 08:00:00,30.6,23.4,84.3,74.8,1010.8,1007.9
2022-11-24 09:00:00,32.7,27.2,91.9,80.6,1012.7,1009.4
2022-11-24 10:00:00,27.7,19.8,82.4,71.3,1011.7,1008.5
2022-11-24 11:00:00,27.8,20.9,83.8,74.6,1014.6,1011.9
2022-11-24 12:00:00,29.8,22.3,91.8,80.6,1014.5,1012.2
2022-11-24 13:00:00,31.4,24.7,86.5,78.9,1009.2,1006.9
2022-11-24 14:00:00,32.9,26.7,83.0,74.2,1005.4,1001.6
2022-11-24 15:00:00,36.4,28.5,89.8,80.3,1005.1,1001.9
2022-11-24 16:00:00,34.6,27.8,91.0,77.4,1006.2,1001.5
2022-11-24 17:00:00,31.5,23.9,81.9,73.4,1005.7,1002.4
2022-11-24 18:00:00,31.9,24.1,84.2,72.8,1008.7,1005.2
2022-11-24 19:00:00,29.0,22.0,83.3,76.2,1005.5,1000.7
